station id,station name,station latitude,station longitude
3283,W 89 St & Columbus Ave,40.788221,-73.970416
3284,E 88 St & Park Ave,40.781411,-73.955959
3285,W 87 St  & Amsterdam Ave,40.78839,-73.9747
3286,E 89 St & 3 Ave,40.780628,-73.952167
3287,W 88 St & West End Ave,40.790261,-73.977131
3288,E 88 St & 1 Ave,40.778301,-73.948813
3289,W 90 St & Amsterdam Ave,40.790179,-73.972889
3290,E 89 St & York Ave,40.777945,-73.946041
3291,Riverside Dr & W 91 St,40.793372,-73.976851
3292,5 Ave & E 93 St,40.785785,-73.957481
3293,W 92 St & Broadway,40.7921,-73.9739
3294,E 91 St & Park Ave,40.783502,-73.955327
3295,Central Park W & W 96 St,40.79127,-73.964839
3297,6 St & 7 Ave,40.668663,-73.979881
3298,Warren St & Court St,40.686371,-73.993833
3300,Prospect Park West & 8 St,40.665147,-73.976376
3301,Columbus Ave & W 95 St,40.791956,-73.968087
3302,Columbus Ave & W 103 St,40.796935,-73.964341
3303,Butler St & Court St,40.684989,-73.994403
3304,6 Ave & 9 St,40.668127,-73.983776
3305,E 91 St & 2 Ave,40.781122,-73.949656
3306,10 St & 7 Ave,40.666208,-73.981999
3307,West End Ave & W 94 St,40.794165,-73.974124
3308,Kane St & Clinton St,40.686176,-73.996453
3309,E 97 St & 3 Ave,40.78592,-73.948603
3310,14 St & 7 Ave,40.663779,-73.983968
3311,Columbia St & Kane St,40.687632,-74.001626
3312,1 Ave & E 94 St,40.781721,-73.94594
3313,6 Ave & 12 St,40.666318,-73.985462
3314,W 95 St & Broadway,40.79377,-73.971888
3315,Henry St & Degraw St,40.684751,-73.999173
3316,W 104 St & Amsterdam Ave,40.798994,-73.966217
3317,10 St & 5 Ave,40.668627,-73.987001
3319,14 St & 5 Ave,40.666287,-73.988951
3320,Central Park West & W 100 St,40.793393,-73.963556
3321,Clinton St & Union St,40.683116,-73.997853
3322,12 St & 4 Ave,40.668603,-73.990439
3323,W 106 St & Central Park West,40.798186,-73.960591
3324,3 Ave & 14 St,40.668546,-73.993333
3325,E 95 St & 3 Ave,40.784903,-73.950503
3326,Clinton St & Centre St,40.67434,-74.001947
3327,3 Ave & E 100 St,40.787721,-73.947283
3328,W 100 St & Manhattan Ave,40.795,-73.9645
3329,Degraw St & Smith St,40.682915,-73.993182
3330,Henry St & Bay St,40.672506,-74.004947
3331,Riverside Dr & W 104 St,40.801343,-73.971146
3332,Degraw St & Hoyt St,40.68199,-73.99079
3333,Columbia St & Lorraine St,40.674706,-74.007557
3335,Union St & 4 Ave,40.677274,-73.98282
3336,E 97 St & Madison Ave,40.787801,-73.953559
3338,2 Ave & E 99 St,40.786259,-73.945526
3339,Berkeley Pl & 6 Ave,40.67653,-73.978469
3340,Wolcott St & Dwight St,40.675327,-74.01007
3341,Central Park West & W 102 St,40.795346,-73.96186
3342,Pioneer St & Richards St,40.677775,-74.009461
3343,W 107 St & Columbus Ave,40.799757,-73.962113
3344,Pioneer St & Van Brunt St,40.679043,-74.011169
3345,Madison Ave & E 99 St,40.789485,-73.952429
3347,Van Brunt St & Wolcott St,40.677343,-74.012751
3348,Coffey St & Conover St,40.677236,-74.015665
3349,Grand Army Plaza & Plaza St West,40.672968,-73.97088
3350,W 100 St & Broadway,40.797372,-73.970412
3351,E 102 St & 1 Ave,40.786995,-73.941648
3353,Reed St & Van Brunt St,40.674784,-74.016128
3354,3 St & Prospect Park West,40.668132,-73.973638
3355,E 66 St & Madison Ave,40.768009,-73.968453
3356,Amsterdam Ave & W 66 St,40.774667,-73.984706
3357,W 106 St & Amsterdam Ave,40.800836,-73.966449
3358,Garfield Pl & 8 Ave,40.671198,-73.974841
3359,E 68 St & Madison Ave,40.769157,-73.967035
3360,Amsterdam Ave & W 79 St,40.782939,-73.978652
3361,Carroll St & 6 Ave,40.674089,-73.978728
3362,Madison Ave & E 82 St,40.778131,-73.960694
3363,E 102 St & Park Ave,40.790483,-73.950331
3364,Carroll St & 5 Ave,40.675162,-73.981483
3365,3 St & 7 Ave,40.670384,-73.978397
3366,West End Ave & W 107 St,40.802117,-73.968181
3367,5 Ave & E 103 St,40.792255,-73.952499
3368,5 Ave & 3 St,40.672815,-73.983524
3370,78 St & 2 Ave,40.772797,-73.955778
3372,E 74 St & 1 Ave,40.768974,-73.954823
3373,3 St & 3 Ave,40.67507,-73.987752
3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
3375,3 Ave & E 72 St,40.769943,-73.960607
3376,E 65 St & 2 Ave,40.764719,-73.962221
3377,Carroll St & Bond St,40.678612,-73.990373
3378,E 76 St & Park Ave,40.773763,-73.962221
3379,E 103 St & Lexington Ave,40.790305,-73.947558
3381,3 St & Hoyt St,40.677729,-73.993641
3382,Carroll St & Smith St,40.680611,-73.994758
3383,Cathedral Pkwy & Broadway,40.804213,-73.966991
3384,Smith St & 3 St,40.678724,-73.995991
3385,2 Ave & E 105 St,40.789817,-73.942961
3386,1 Pl & Clinton St,40.680959,-73.999057
3387,E 106 St & Madison Ave,40.793434,-73.94945
3388,President St & Henry St,40.6828,-73.999904
3389,Carroll St & Columbia St,40.683046,-74.003486
3390,E 109 St & 3 Ave,40.793297,-73.943208
3391,E 106 St & 1 Ave,40.789253,-73.939562
3392,Commerce St & Van Brunt St,40.681212,-74.008609
3393,Richards St & Delavan St,40.679433,-74.00785
3394,Columbia St & W 9 St,40.676999,-74.006471
3395,Henry St & W 9 St,40.676374,-74.00325
3396,Clinton St & 4 Place,40.678356,-74.000145
3397,Court St & Nelson St,40.676395,-73.998699
3398,Smith St & 9 St,40.674696,-73.997858
3399,7 St & 3 Ave,40.672603,-73.98983
3400,E 110 St & Madison Ave,40.796154,-73.947821
3401,2 Ave & 9 St,40.672481,-73.993314
3402,Court St & State St,40.690238,-73.992031
3403,4 Ave & 9 St,40.670513,-73.988766
3404,7 St & 5 Ave,40.670492,-73.985417
3405,5 St & 6 Ave,40.670484,-73.98209
3408,Congress St & Clinton St,40.688153,-73.995209
3409,Bergen St & Smith St,40.686744,-73.990632
3410,Dean St & Hoyt St,40.686444,-73.987591
3411,Bond St & Bergen St,40.684967,-73.986208
3412,Pacific St & Nevins St,40.685376,-73.983021
3413,Wyckoff St & 3 Ave,40.682755,-73.982586
3414,Bergen St & Flatbush Ave,40.680945,-73.975673
3415,Prospect Pl & 6 Ave,40.679331,-73.975195
3416,7 Ave & Park Pl,40.677615,-73.973243
3417,Baltic St & 5 Ave,40.679577,-73.97855
3418,Plaza St West & Flatbush Ave,40.675021,-73.971115
3419,Douglass St & 4 Ave,40.679279,-73.98154
3420,Douglass St & 3 Ave,40.680213,-73.984327
3421,Hoyt St & Warren St,40.684355,-73.989016
3422,Columbia St & Degraw St,40.68593,-74.002424
3423,West Drive & Prospect Park West,40.661063,-73.979453
3424,E 106 St & Lexington Ave,40.791976,-73.945993
3425,2 Ave  & E 104 St,40.789211,-73.943708
3427,Lafayette St & Jersey St,40.724305,-73.99601
3428,8 Ave & W 16 St,40.740983,-74.001702
3429,Hanson Pl & Ashland Pl,40.685068,-73.977908
3430,Richardson St & N Henry St,40.719079,-73.942237
3431,E 35 St & 3 Ave,40.746524,-73.977885
